Sample_ID_for_Batchregistration	Plate_Position_	breed	origin
688_Horse	8_H_2	Angloarabian	
689_Horse	8_A_3	Angloarabian	
690_Horse	8_B_3	Angloarabian	
691_Horse	8_C_3	Angloarabian	
692_Horse	8_D_3	Angloarabian	
693_Horse	8_E_3	Angloarabian	
694_Horse	8_F_3	Angloarabian	
695_Horse	8_G_3	Bardigiano	
696_Horse	8_H_3	Bardigiano	
697_Horse	8_A_4	Bardigiano	
698_Horse	8_B_4	Bardigiano	
699_Horse	8_C_4	Bardigiano	
700_Horse	8_D_4	Bardigiano	
701_Horse	8_E_4	Bardigiano	
702_Horse	8_F_4	Bardigiano	
703_Horse	8_G_4	Bardigiano	
704_Horse	8_H_4	Bardigiano	
705_Horse	8_A_5	Bardigiano	
706_Horse	8_B_5	Bardigiano	
707_Horse	8_C_5	Bardigiano	
708_Horse	8_D_5	Bardigiano	
709_Horse	8_E_5	Bardigiano	
710_Horse	8_F_5	Esperia	
711_Horse	8_G_5	Esperia	
712_Horse	8_H_5	Esperia	
713_Horse	8_A_6	Esperia	
714_Horse	8_B_6	Esperia	
715_Horse	8_C_6	Esperia	
716_Horse	8_D_6	Esperia	
717_Horse	8_E_6	Esperia	
718_Horse	8_F_6	Esperia	
719_Horse	8_G_6	Esperia	
720_Horse	8_H_6	Esperia	
721_Horse	8_A_7	Esperia	
722_Horse	8_B_7	Esperia	
723_Horse	8_C_7	Esperia	
724_Horse	8_D_7	Esperia	
725_Horse	8_E_7	Giara	
726_Horse	8_F_7	Giara	
727_Horse	8_G_7	Giara	
728_Horse	8_H_7	Giara	
729_Horse	8_A_8	Giara	
730_Horse	8_B_8	Giara	
731_Horse	8_C_8	Giara	
732_Horse	8_D_8	Giara	
733_Horse	8_E_8	Giara	
734_Horse	8_F_8	Giara	
735_Horse	8_G_8	Giara	
736_Horse	8_H_8	Giara	
737_Horse	8_A_9	Giara	
738_Horse	8_B_9	Giara	
739_Horse	8_C_9	Giara	
740_Horse	8_D_9	Lipizzan	
741_Horse	8_E_9	Lipizzan	
742_Horse	8_F_9	Lipizzan	
743_Horse	8_G_9	Lipizzan	
744_Horse	8_H_9	Lipizzan	
745_Horse	8_A_10	Lipizzan	
746_Horse	8_B_10	Lipizzan	
747_Horse	8_C_10	Lipizzan	
748_Horse	8_D_10	Lipizzan	
749_Horse	8_E_10	Lipizzan	
750_Horse	8_F_10	Lipizzan	
751_Horse	8_G_10	Lipizzan	
752_Horse	8_H_10	Lipizzan	
753_Horse	8_A_11	Lipizzan	
754_Horse	8_B_11	Lipizzan	
755_Horse	8_C_11	Maremmano	
756_Horse	8_D_11	Maremmano	
757_Horse	8_E_11	Maremmano	
758_Horse	8_F_11	Maremmano	
759_Horse	8_G_11	Maremmano	
760_Horse	8_H_11	Maremmano	
761_Horse	8_A_12	Maremmano	
762_Horse	8_B_12	Maremmano	
763_Horse	8_C_12	Maremmano	
764_Horse	8_D_12	Maremmano	
765_Horse	8_E_12	Maremmano	
766_Pig	8_F_12	Negro_Lampiño	Spain
767_Pig	8_G_12	trio_14_Father	?
768_Pig	8_H_12	trio_14_Mutant	?
769_Horse	9_A_1	Maremmano	
770_Horse	9_B_1	Maremmano	
771_Horse	9_C_1	Maremmano	
772_Horse	9_D_1	Maremmano	
773_Horse	9_E_1	Monterufolino	
774_Horse	9_F_1	Monterufolino	
775_Horse	9_G_1	Monterufolino	
776_Horse	9_H_1	Monterufolino	
777_Horse	9_A_2	Monterufolino	
778_Horse	9_B_2	Monterufolino	
779_Horse	9_C_2	Monterufolino	
780_Horse	9_D_2	Monterufolino	
781_Horse	9_E_2	Monterufolino	
782_Horse	9_F_2	Monterufolino	
783_Horse	9_G_2	Monterufolino	
784_Horse	9_H_2	Monterufolino	
785_Horse	9_A_3	Monterufolino	
786_Horse	9_B_3	Monterufolino	
787_Horse	9_C_3	Monterufolino	
788_Horse	9_D_3	Murgese	
789_Horse	9_E_3	Murgese	
790_Horse	9_F_3	Murgese	
791_Horse	9_G_3	Murgese	
792_Horse	9_H_3	Murgese	
793_Horse	9_A_4	Murgese	
794_Horse	9_B_4	Murgese	
795_Horse	9_C_4	Murgese	
796_Horse	9_D_4	Murgese	
797_Horse	9_E_4	Murgese	
798_Horse	9_F_4	Murgese	
799_Horse	9_G_4	Murgese	
800_Horse	9_H_4	Murgese	
801_Horse	9_A_5	Murgese	
802_Horse	9_B_5	Murgese	
803_Horse	9_C_5	Arabian	
804_Horse	9_D_5	Arabian	
805_Horse	9_E_5	Arabian	
806_Horse	9_F_5	Arabian	
807_Horse	9_G_5	Arabian	
808_Horse	9_H_5	Arabian	
809_Horse	9_A_6	Arabian	
810_Horse	9_B_6	Arabian	
811_Horse	9_C_6	Arabian	
812_Horse	9_D_6	Arabian	
813_Horse	9_E_6	Salernitano	
814_Horse	9_F_6	Salernitano	
815_Horse	9_G_6	Salernitano	
816_Horse	9_H_6	Salernitano	
817_Horse	9_A_7	Salernitano	
818_Horse	9_B_7	Thoroughbred	
819_Horse	9_C_7	Thoroughbred	
820_Horse	9_D_7	Thoroughbred	
821_Horse	9_E_7	Thoroughbred	
822_Horse	9_F_7	Sarcidano	
823_Horse	9_G_7	Sarcidano	
824_Horse	9_H_7	Sarcidano	
825_Horse	9_A_8	Sarcidano	
826_Horse	9_B_8	Sarcidano	
827_Horse	9_C_8	Sarcidano	
828_Horse	9_D_8	Sarcidano	
829_Horse	9_E_8	Sarcidano	
830_Horse	9_F_8	Sarcidano	
831_Horse	9_G_8	Sarcidano	
832_Horse	9_H_8	Sarcidano	
833_Horse	9_A_9	Sarcidano	
834_Horse	9_B_9	Sarcidano	
835_Horse	9_C_9	Sarcidano	
836_Horse	9_D_9	Sarcidano	
837_Horse	9_E_9	Tolfetano	
838_Horse	9_F_9	Tolfetano	
839_Horse	9_G_9	Tolfetano	
840_Horse	9_H_9	Tolfetano	
841_Horse	9_A_10	Tolfetano	
842_Horse	9_B_10	Tolfetano	
843_Horse	9_C_10	Tolfetano	
844_Horse	9_D_10	Tolfetano	
845_Horse	9_E_10	Tolfetano	
846_Horse	9_F_10	Tolfetano	
847_Horse	9_G_10	Tolfetano	
848_Horse	9_H_10	Tolfetano	
849_Horse	9_A_11	Tolfetano	
850_Horse	9_B_11	Tolfetano	
851_Horse	9_C_11	Tolfetano	
852_Cattle	9_D_11	A._Angus_(traditional_biotype)	
853_Cattle	9_E_11	A._Angus_(traditional_biotype)	
854_Cattle	9_F_11	A._Angus_(traditional_biotype)	
855_Cattle	9_G_11	A._Angus_(traditional_biotype)	
856_Cattle	9_H_11	A._Angus_(traditional_biotype)	
857_Cattle	9_A_12	A._Angus_(traditional_biotype)	
858_Cattle	9_B_12	A._Angus_(traditional_biotype)	
859_Cattle	9_C_12	A._Angus_(traditional_biotype)	
860_Cattle	9_D_12	A._Angus_(traditional_biotype)	
861_Cattle	9_E_12	A._Angus_(traditional_biotype)	
862_Pig	9_F_12	Retinto_extremeño	Spain
863_Chicken-Pig	9_G_12	mixC_P	
864_Chicken-Cattle	9_H_12	mixC_C	
865_Cattle	10_A_1	A._Angus_(traditional_biotype)	
866_Cattle	10_B_1	A._Angus_(traditional_biotype)	
867_Cattle	10_C_1	A._Angus_(traditional_biotype)	
868_Cattle	10_D_1	A._Angus_(traditional_biotype)	
869_Cattle	10_E_1	A._Angus_(traditional_biotype)	
870_Cattle	10_F_1	Creole_(Argentina)	
871_Cattle	10_G_1	Creole_(Argentina)	
872_Cattle	10_H_1	Creole_(Argentina)	
873_Cattle	10_A_2	Creole_(Argentina)	
874_Cattle	10_B_2	Creole_(Argentina)	
875_Cattle	10_C_2	Creole_(Argentina)	
876_Cattle	10_D_2	Creole_(Argentina)	
877_Cattle	10_E_2	Creole_(Argentina)	
878_Cattle	10_F_2	Creole_(Argentina)	
879_Cattle	10_G_2	Creole_(Argentina)	
880_Cattle	10_H_2	Creole_(Argentina)	
881_Cattle	10_A_3	Creole_(Argentina)	
882_Cattle	10_B_3	Creole_(Argentina)	
883_Cattle	10_C_3	Creole_(Argentina)	
884_Cattle	10_D_3	Creole_(Argentina)	
885_Cattle	10_E_3	Herford_(traditional_biotype)	
886_Cattle	10_F_3	Herford_(traditional_biotype)	
887_Cattle	10_G_3	Herford_(traditional_biotype)	
888_Cattle	10_H_3	Herford_(traditional_biotype)	
889_Cattle	10_A_4	Herford_(traditional_biotype)	
890_Cattle	10_B_4	Herford_(traditional_biotype)	
891_Cattle	10_C_4	Herford_(traditional_biotype)	
892_Cattle	10_D_4	Herford_(traditional_biotype)	
893_Cattle	10_E_4	Herford_(traditional_biotype)	
894_Cattle	10_F_4	Herford_(traditional_biotype)	
895_Cattle	10_G_4	Herford_(traditional_biotype)	
896_Cattle	10_H_4	Herford_(traditional_biotype)	
897_Cattle	10_A_5	Herford_(traditional_biotype)	
898_Cattle	10_B_5	Herford_(traditional_biotype)	
899_Cattle	10_C_5	Herford_(traditional_biotype)	
900_Sheep	10_D_5	Texel	
901_Sheep	10_E_5	Texel	
902_Sheep	10_F_5	Texel	
903_Sheep	10_G_5	Texel	
904_Sheep	10_H_5	Texel	
905_Sheep	10_A_6	Texel	
906_Sheep	10_B_6	Texel	
907_Sheep	10_C_6	Texel	
908_Sheep	10_D_6	Texel	
909_Sheep	10_E_6	Texel	
910_Sheep	10_F_6	Texel	
911_Sheep	10_G_6	Texel	
912_Sheep	10_H_6	Texel	
913_Sheep	10_A_7	Texel	
914_Sheep	10_B_7	Texel	
915_Sheep	10_C_7	Corriedale	
916_Sheep	10_D_7	Corriedale	
917_Sheep	10_E_7	Corriedale	
918_Sheep	10_F_7	Linca	
919_Sheep	10_G_7	Linca	
920_Sheep	10_H_7	Linca	
921_Sheep	10_A_8	Linca	
922_Sheep	10_B_8	Linca	
923_Sheep	10_C_8	Linca	
924_Sheep	10_D_8	Linca	
925_Sheep	10_E_8	Linca	
926_Sheep	10_F_8	Linca	
927_Sheep	10_G_8	Linca	
928_Sheep	10_H_8	Linca	
929_Sheep	10_A_9	Linca	
930_Sheep	10_B_9	Linca	
931_Sheep	10_C_9	Linca	
932_Sheep	10_D_9	Linca	
933_Sheep	10_E_9	Merino	
934_Sheep	10_F_9	Merino	
935_Sheep	10_G_9	Merino	
936_Sheep	10_H_9	Merino	
937_Sheep	10_A_10	Merino	
938_Sheep	10_B_10	Merino	
939_Cattle	10_C_10	Guabalá	
940_Cattle	10_D_10	Guabalá	
941_Cattle	10_E_10	Guabalá	
942_Cattle	10_F_10	Guabalá	
943_Cattle	10_G_10	Guabalá	
944_Cattle	10_H_10	Guabalá	
945_Cattle	10_A_11	Guabalá	
946_Cattle	10_B_11	Guabalá	
947_Cattle	10_C_11	Guabalá	
948_Cattle	10_D_11	Guabalá	
949_Cattle	10_E_11	Guabalá	
950_Cattle	10_F_11	Guabalá	
951_Cattle	10_G_11	Guabalá	
952_Cattle	10_H_11	Guabalá	
953_Cattle	10_A_12	Guabalá	
954_Cattle	10_B_12	Guaymi	
955_Cattle	10_C_12	Guaymi	
956_Cattle	10_D_12	Guaymi	
957_Cattle	10_E_12	Guaymi	
958_Goat	10_F_12	Malagueña	
959_Chicken-Pig	10_G_12	mixC_P	
960_Chicken-Cattle	10_H_12	mixC_C	
961_Cattle	11_A_1	Guaymi	
962_Cattle	11_B_1	Guaymi	
963_Cattle	11_C_1	Guaymi	
964_Cattle	11_D_1	Guaymi	
965_Cattle	11_E_1	Guaymi	
966_Cattle	11_F_1	Guaymi	
967_Cattle	11_G_1	Guaymi	
968_Cattle	11_H_1	Guaymi	
969_Cattle	11_A_2	Guaymi	
970_Cattle	11_B_2	Guaymi	
971_Cattle	11_C_2	Guaymi	
972_Cattle	11_D_2	Asturiana_de_los_Valles	
973_Cattle	11_E_2	Asturiana_de_los_Valles	
974_Cattle	11_F_2	Asturiana_de_los_Valles	
975_Cattle	11_G_2	Asturiana_de_los_Valles	
976_Cattle	11_H_2	Asturiana_de_los_Valles	
977_Cattle	11_A_3	Asturiana_de_los_Valles	
978_Cattle	11_B_3	Asturiana_de_los_Valles	
979_Cattle	11_C_3	Asturiana_de_los_Valles	
980_Cattle	11_D_3	Asturiana_de_los_Valles	
981_Cattle	11_E_3	Asturiana_de_los_Valles	
982_Cattle	11_F_3	Asturiana_de_los_Valles	
983_Cattle	11_G_3	Asturiana_de_los_Valles	
984_Cattle	11_H_3	Asturiana_de_los_Valles	
985_Cattle	11_A_4	Asturiana_de_los_Valles	
986_Cattle	11_B_4	Asturiana_de_los_Valles	
987_Cattle	11_C_4	Asturiana_de_la_Montaña	
988_Cattle	11_D_4	Asturiana_de_la_Montaña	
989_Cattle	11_E_4	Asturiana_de_la_Montaña	
990_Cattle	11_F_4	Asturiana_de_la_Montaña	
991_Cattle	11_G_4	Asturiana_de_la_Montaña	
992_Cattle	11_H_4	Asturiana_de_la_Montaña	
993_Cattle	11_A_5	Asturiana_de_la_Montaña	
994_Cattle	11_B_5	Asturiana_de_la_Montaña	
995_Cattle	11_C_5	Asturiana_de_la_Montaña	
996_Cattle	11_D_5	Asturiana_de_la_Montaña	
997_Cattle	11_E_5	Asturiana_de_la_Montaña	
998_Cattle	11_F_5	Asturiana_de_la_Montaña	
999_Cattle	11_G_5	Asturiana_de_la_Montaña	
1000_Cattle	11_H_5	Asturiana_de_la_Montaña	
1001_Cattle	11_A_6	Asturiana_de_la_Montaña	
1002_Horse	11_B_6	Asturcón	
1003_Horse	11_C_6	Asturcón	
1004_Horse	11_D_6	Asturcón	
1005_Horse	11_E_6	Asturcón	
1006_Horse	11_F_6	Asturcón	
1007_Horse	11_G_6	Asturcón	
1008_Horse	11_H_6	Asturcón	
1009_Horse	11_A_7	Asturcón	
1010_Horse	11_B_7	Asturcón	
1011_Horse	11_C_7	Asturcón	
1012_Horse	11_D_7	Asturcón	
1013_Horse	11_E_7	Asturcón	
1014_Horse	11_F_7	Asturcón	
1015_Horse	11_G_7	Asturcón	
1016_Horse	11_H_7	Asturcón	
1017_Horse	11_A_8	Gelder_horse	
1018_Horse	11_B_8	Groningen_horse	
1019_Horse	11_C_8	Groningen_horse	
1020_Horse	11_D_8	Groningen_horse	
1021_Horse	11_E_8	Groningen_horse	
1022_Horse	11_F_8	Groningen_horse	
1023_Horse	11_G_8	Gelder_horse	
1024_Horse	11_H_8	Gelder_horse	
1025_Horse	11_A_9	Gelder_horse	
1026_Horse	11_B_9	Groningen_horse	
1027_Horse	11_C_9	Gelder_horse	
1028_Horse	11_D_9	Dutch_sporthorse_(KWPN)-_Dutch_warmblood	
1029_Horse	11_E_9	Dutch-Belgian_Draft_horse	
1030_Horse	11_F_9	Gelder_horse	
1031_Horse	11_G_9	harness_horse_(KWPN)	
1032_Horse	11_H_9	harness_horse_(KWPN)	
1033_Horse	11_A_10	harness_horse_(KWPN)	
1034_Horse	11_B_10	harness_horse_(KWPN)	
1035_Horse	11_C_10	Friesian_horse	
1036_Horse	11_D_10	Friesian_horse	
1037_Horse	11_E_10	Friesian_horse	
1038_Horse	11_F_10	Friesian_horse	
1039_Horse	11_G_10	Gelder_horse	
1040_Horse	11_H_10	Friesian_horse	
1041_Horse	11_A_11	Friesian_horse	
1042_Horse	11_B_11	Friesian_horse	
1043_Horse	11_C_11	harness_horse_(KWPN)	
1044_Horse	11_D_11	harness_horse_(KWPN)	
1045_Horse	11_E_11	Gelder_horse	
1046_Horse	11_F_11	harness_horse_(KWPN)	
1047_Horse	11_G_11	harness_horse_(KWPN)	
1048_Horse	11_H_11	harness_horse_(KWPN)	
1049_Horse	11_A_12	harness_horse_(KWPN)	
1050_Horse	11_B_12	harness_horse_(KWPN)	
1051_Horse	11_C_12	harness_horse_(KWPN)	
1052_Horse	11_D_12	harness_horse_(KWPN)	
1053_Horse	11_E_12	Gelder_horse	
1054_Goat	11_F_12	Murciano_granadina	
1055_Chicken-Horse	11_G_12	C_H	
1056_Chicken-Goat	11_H_12	mixC_G	
1057_Horse	12_A_1	Groningen_horse	
1058_Horse	12_B_1	Friesian_horse	
1059_Horse	12_C_1	Groningen_horse	
1060_Horse	12_D_1	Dutch-Belgian_Draft_horse	
1061_Horse	12_E_1	Friesian_horse	
1062_Horse	12_F_1	Friesian_horse	
1063_Horse	12_G_1	Groningen_horse	
1064_Horse	12_H_1	Friesian_horse	
1065_Horse	12_A_2	Friesian_horse	
1066_Horse	12_B_2	Groningen_horse	
1067_Horse	12_C_2	North-European_warmblood_horse	
1068_Horse	12_D_2	Dutch_sporthorse_(KWPN)-_Dutch_warmblood	
1069_Horse	12_E_2	Groningen_horse	
1070_Horse	12_F_2	Groningen_horse	
1071_Horse	12_G_2	Gelder_horse	
1072_Horse	12_H_2	Dutch-Belgian_Draft_horse	
1073_Horse	12_A_3	Dutch_sporthorse_(KWPN)_-_jumper	
1074_Horse	12_B_3	Dutch_sporthorse_(KWPN)_-_jumper	
1075_Horse	12_C_3	Dutch_sporthorse_(KWPN)_-_jumper	
1076_Horse	12_D_3	harness_horse_(KWPN)	
1077_Horse	12_E_3	harness_horse_(KWPN)	
1078_Horse	12_F_3	Dutch-Belgian_Draft_horse	
1079_Horse	12_G_3	Dutch-Belgian_Draft_horse	
1080_Horse	12_H_3	Dutch-Belgian_Draft_horse	
1081_Horse	12_A_4	Dutch-Belgian_Draft_horse	
1082_Horse	12_B_4	Dutch-Belgian_Draft_horse	
1083_Horse	12_C_4	Dutch-Belgian_Draft_horse	
1084_Horse	12_D_4	Groningen_horse	
1085_Horse	12_E_4	Groningen_horse	
1086_Horse	12_F_4	Trotter	
1087_Horse	12_G_4	harness_horse_(KWPN)	
1088_Horse	12_H_4	Gelder_horse	
1089_Horse	12_A_5	Dutch-Belgian_Draft_horse	
1090_Horse	12_B_5	Dutch-Belgian_Draft_horse	
1091_Horse	12_C_5	Gelder_horse	
1092_Horse	12_D_5	Gelder_horse	
1093_Horse	12_E_5	Groningen_horse	
1094_Horse	12_F_5	Groningen_horse	
1095_Horse	12_G_5	Gelder_horse	
1096_Horse	12_H_5	Caspian_horse	
1097_Horse	12_A_6	Caspian_horse	
1098_Horse	12_B_6	Friesian_horse	
1099_Horse	12_C_6	Friesian_horse	
1100_Horse	12_D_6	Friesian_horse	
1101_Horse	12_E_6	Friesian_horse	
1102_Horse	12_F_6	Friesian_horse	
1103_Horse	12_G_6	Friesian_horse	
1104_Horse	12_H_6	Friesian_horse	
1105_Horse	12_A_7	Groningen_horse	
1106_Horse	12_B_7	Friesian_horse	
1107_Horse	12_C_7	Groningen_horse	
1108_Horse	12_D_7	Tinker-Irish_Cob	
1109_Horse	12_E_7	Trotter	
1110_Horse	12_F_7	Gelder_horse	
1111_Horse	12_G_7	Gelder_horse	
1112_Horse	12_H_7	Dutch-Belgian_Draft_horse	
1113_Horse	12_A_8	Gelder_horse	
1114_Horse	12_B_8	Gelder_horse	
1115_Horse	12_C_8	Dutch-Belgian_Draft_horse	
1116_Horse	12_D_8	Groningen_horse	
1117_Horse	12_E_8	Dutch-Belgian_Draft_horse	
1118_Horse	12_F_8	Dutch-Belgian_Draft_horse	
1119_Horse	12_G_8	Appaloosa	
1120_Horse	12_H_8	Dutch_sporthorse_(KWPN)-_Dutch_warmblood	
1121_Horse	12_A_9	Dutch_sporthorse_(KWPN)-_Dutch_warmblood	
1122_Horse	12_B_9	Dutch-Belgian_Draft_horse	
1123_Horse	12_C_9	Dutch-Belgian_Draft_horse	
1124_Horse	12_D_9	Dutch-Belgian_Draft_horse	
1125_Horse	12_E_9	Dutch-Belgian_Draft_horse	
1126_Horse	12_F_9	Dutch-Belgian_Draft_horse	
1127_Horse	12_G_9	Groningen_horse	
1128_Horse	12_H_9	Dutch_sporthorse_(KWPN)-_Dutch_warmblood	
1129_Horse	12_A_10	Zangersheide_sporthorse-warmblood-jumper	
1130_Sheep	12_B_10	Schoonebeek_Heathsheep	
1131_Sheep	12_C_10	Schoonebeek_Heathsheep	
1132_Sheep	12_D_10	Veluwe_Heathsheep	
1133_Sheep	12_E_10	Schoonebeek_Heathsheep	
1134_Sheep	12_F_10	Schoonebeek_Heathsheep	
1135_Sheep	12_G_10	Veluwe_Heathsheep	
1136_Sheep	12_H_10	Schoonebeek_Heathsheep	
1137_Sheep	12_A_11	Kempen_Heathsheep	
1138_Sheep	12_B_11	Kempen_Heathsheep	
1139_Sheep	12_C_11	Kempen_Heathsheep	
1140_Sheep	12_D_11	Kempen_Heathsheep	
1141_Sheep	12_E_11	Kempen_Heathsheep	
1142_Sheep	12_F_11	Kempen_Heathsheep	
1143_Sheep	12_G_11	Kempen_Heathsheep	
1144_Sheep	12_H_11	Kempen_Heathsheep	
1145_Sheep	12_A_12	Kempen_Heathsheep	
1146_Sheep	12_B_12	Kempen_Heathsheep	
1147_Sheep	12_C_12	Friesian-Dutch_Milksheep	
1148_Sheep	12_D_12	Friesian-Dutch_Milksheep	
1149_Sheep	12_E_12	Friesian-Dutch_Milksheep	
1150_Goat	12_F_12	Florida	
1151_Chicken-Horse	12_G_12	mixC_H	
1152_Chicken-Goat	12_H_12	mixC_G	
1153_Sheep	13_A_1	Friesian-Dutch_Milksheep	
1154_Sheep	13_B_1	Drenthe_Heathsheep	
1155_Sheep	13_C_1	Black_blazed_sheep	
1156_Sheep	13_D_1	Black_blazed_sheep	
1157_Sheep	13_E_1	Black_blazed_sheep	
1158_Sheep	13_F_1	Black_blazed_sheep	
1159_Sheep	13_G_1	Schoonebeek_Heathsheep	
1160_Sheep	13_H_1	Schoonebeek_Heathsheep	
1161_Sheep	13_A_2	Schoonebeek_Heathsheep	
1162_Sheep	13_B_2	Schoonebeek_Heathsheep	
1163_Sheep	13_C_2	Schoonebeek_Heathsheep	
1164_Sheep	13_D_2	Schoonebeek_Heathsheep	
1165_Sheep	13_E_2	Drenthe_Heathsheep	
1166_Sheep	13_F_2	Schoonebeek_Heathsheep	
1167_Sheep	13_G_2	Schoonebeek_Heathsheep	
1168_Sheep	13_H_2	Drenthe_Heathsheep	
1169_Sheep	13_A_3	Drenthe_Heathsheep	
1170_Sheep	13_B_3	Drenthe_Heathsheep	
1171_Sheep	13_C_3	Drenthe_Heathsheep	
1172_Sheep	13_D_3	Drenthe_Heathsheep	
1173_Sheep	13_E_3	Drenthe_Heathsheep	
1174_Sheep	13_F_3	Drenthe_Heathsheep	
1175_Sheep	13_G_3	Friesian-Dutch_Milksheep	
1176_Sheep	13_H_3	Friesian-Dutch_Milksheep	
1177_Sheep	13_A_4	Friesian-Dutch_Milksheep	
1178_Sheep	13_B_4	Black_blazed_sheep	
1179_Sheep	13_C_4	Schoonebeek_Heathsheep	
1180_Sheep	13_D_4	Mergelland_sheep	
1181_Sheep	13_E_4	Mergelland_sheep	
1182_Sheep	13_F_4	Mergelland_sheep	
1183_Sheep	13_G_4	Mergelland_sheep	
1184_Sheep	13_H_4	Mergelland_sheep	
1185_Sheep	13_A_5	Mergelland_sheep	
1186_Sheep	13_B_5	Mergelland_sheep	
1187_Sheep	13_C_5	Kempen_Heathsheep	
1188_Sheep	13_D_5	Mergelland_sheep	
1189_Sheep	13_E_5	Mergelland_sheep	
1190_Sheep	13_F_5	Mergelland_sheep	
1191_Sheep	13_G_5	Mergelland_sheep	
1192_Sheep	13_H_5	Kempen_Heathsheep	
1193_Sheep	13_A_6	Kempen_Heathsheep	
1194_Sheep	13_B_6	Kempen_Heathsheep	
1195_Sheep	13_C_6	Kempen_Heathsheep	
1196_Sheep	13_D_6	Kempen_Heathsheep	
1197_Sheep	13_E_6	Kempen_Heathsheep	
1198_Sheep	13_F_6	Kempen_Heathsheep	
1199_Sheep	13_G_6	Kempen_Heathsheep	
1200_Sheep	13_H_6	Kempen_Heathsheep	
1201_Sheep	13_A_7	Drenthe_Heathsheep	
1202_Sheep	13_B_7	Drenthe_Heathsheep	
1203_Sheep	13_C_7	Drenthe_Heathsheep	
1204_Sheep	13_D_7	Drenthe_Heathsheep	
1205_Sheep	13_E_7	Veluwe_Heathsheep	
1206_Sheep	13_F_7	Veluwe_Heathsheep	
1207_Sheep	13_G_7	Veluwe_Heathsheep	
1208_Sheep	13_H_7	Mergelland_sheep	
1209_Sheep	13_A_8	Mergelland_sheep	
1210_Sheep	13_B_8	Mergelland_sheep	
1211_Sheep	13_C_8	Mergelland_sheep	
1212_Sheep	13_D_8	Drenthe_Heathsheep	
1213_Sheep	13_E_8	Black_blazed_sheep	
1214_Sheep	13_F_8	Black_blazed_sheep	
1215_Sheep	13_G_8	Veluwe_Heathsheep	
1216_Sheep	13_H_8	Drenthe_Heathsheep	
1217_Sheep	13_A_9	Black_blazed_sheep	
1218_Sheep	13_B_9	Veluwe_Heathsheep	
1219_Sheep	13_C_9	Veluwe_Heathsheep	
1220_Sheep	13_D_9	Veluwe_Heathsheep	
1221_Sheep	13_E_9	Veluwe_Heathsheep	
1222_Sheep	13_F_9	Veluwe_Heathsheep	
1223_Sheep	13_G_9	Black_blazed_sheep	
1224_Sheep	13_H_9	Black_blazed_sheep	
1225_Sheep	13_A_10	Black_blazed_sheep	
1226_Sheep	13_B_10	Black_blazed_sheep	
1227_Sheep	13_C_10	Black_blazed_sheep	
1228_Sheep	13_D_10	Black_blazed_sheep	
1229_Sheep	13_E_10	Black_blazed_sheep	
1230_Sheep	13_F_10	Black_blazed_sheep	
1231_Sheep	13_G_10	Black_blazed_sheep	
1232_Sheep	13_H_10	Mergelland_sheep	
1233_Sheep	13_A_11	Mergelland_sheep	
1234_Sheep	13_B_11	Schoonebeek_Heathsheep	
1235_Sheep	13_C_11	Schoonebeek_Heathsheep	
1236_Sheep	13_D_11	Black_blazed_sheep	
1237_Sheep	13_E_11	Blue_Texel	
1238_Sheep	13_F_11	Mergelland_sheep	
1239_Sheep	13_G_11	Mergelland_sheep	
1240_Sheep	13_H_11	Blue_Texel	
1241_Sheep	13_A_12	Schoonebeek_Heathsheep	
1242_Sheep	13_B_12	Schoonebeek_Heathsheep	
1243_Sheep	13_C_12	Blue_Texel	
1244_Sheep	13_D_12	Blue_Texel	
1245_Sheep	13_E_12	Black_blazed_sheep	
1246_Sheep	13_F_12	Castellana	
1247_Chicken-Sheep	13_G_12	C_S	
1248_Horse-Goat	13_H_12	mixH_G	
1249_Sheep	14_A_1	Black_blazed_sheep	
1250_Sheep	14_B_1	Drenthe_Heathsheep	
1251_Sheep	14_C_1	Drenthe_Heathsheep	
1252_Sheep	14_D_1	Schoonebeek_Heathsheep	
1253_Sheep	14_E_1	Blue_Texel	
1254_Sheep	14_F_1	Blue_Texel	
1255_Sheep	14_G_1	Drenthe_Heathsheep	
1256_Sheep	14_H_1	Mergelland_sheep	
1257_Sheep	14_A_2	Drenthe_Heathsheep	
1258_Sheep	14_B_2	Schoonebeek_Heathsheep	
1259_Sheep	14_C_2	Blue_Texel	
1260_Sheep	14_D_2	Blue_Texel	
1261_Sheep	14_E_2	Drenthe_Heathsheep	
1262_Sheep	14_F_2	Veluwe_Heathsheep	
1263_Sheep	14_G_2	Veluwe_Heathsheep	
1264_Sheep	14_H_2	Veluwe_Heathsheep	
1265_Sheep	14_A_3	Veluwe_Heathsheep	
1266_Sheep	14_B_3	Veluwe_Heathsheep	
1267_Sheep	14_C_3	Veluwe_Heathsheep	
1268_Sheep	14_D_3	Veluwe_Heathsheep	
1269_Sheep	14_E_3	Veluwe_Heathsheep	
1270_Sheep	14_F_3	Veluwe_Heathsheep	
1271_Sheep	14_G_3	Friesian-Dutch_Milksheep	
1272_Sheep	14_H_3	Friesian-Dutch_Milksheep	
1273_Sheep	14_A_4	Friesian-Dutch_Milksheep	
1274_Sheep	14_B_4	Friesian-Dutch_Milksheep	
1275_Sheep	14_C_4	Friesian-Dutch_Milksheep	
1276_Sheep	14_D_4	Friesian-Dutch_Milksheep	
1277_Sheep	14_E_4	Friesian-Dutch_Milksheep	
